 ,X,GFP,FM4,i,Fac_0,Fac_1
4865,-2.307,0.028,0.026,89,pina7,20
4866,-2.191,0.028,0.027,89,pina7,20
4867,-2.076,0.031,0.029,89,pina7,20
4868,-1.961,0.037,0.031,89,pina7,20
4869,-1.845,0.044,0.032,89,pina7,20
4870,-1.730,0.047,0.034,89,pina7,20
4871,-1.615,0.045,0.039,89,pina7,20
4872,-1.499,0.048,0.048,89,pina7,20
4873,-1.384,0.059,0.057,89,pina7,20
4874,-1.269,0.077,0.066,89,pina7,20
4875,-1.153,0.097,0.074,89,pina7,20
4876,-1.038,0.115,0.085,89,pina7,20
4877,-0.923,0.137,0.105,89,pina7,20
4878,-0.807,0.165,0.140,89,pina7,20
4879,-0.692,0.205,0.188,89,pina7,20
4880,-0.577,0.261,0.248,89,pina7,20
4881,-0.461,0.360,0.340,89,pina7,20
4882,-0.346,0.518,0.477,89,pina7,20
4883,-0.231,0.713,0.662,89,pina7,20
4884,-0.115,0.911,0.874,89,pina7,20
4885,0.000,1.030,1.000,89,pina7,20
4886,0.115,0.970,0.907,89,pina7,20
4887,0.231,0.767,0.670,89,pina7,20
4888,0.346,0.588,0.484,89,pina7,20
4889,0.461,0.524,0.393,89,pina7,20
4890,0.577,0.533,0.329,89,pina7,20
4891,0.692,0.521,0.268,89,pina7,20
4892,0.807,0.469,0.213,89,pina7,20
4893,0.923,0.412,0.172,89,pina7,20
4894,1.038,0.368,0.146,89,pina7,20
4895,1.153,0.333,0.124,89,pina7,20
4896,1.269,0.317,0.102,89,pina7,20
4897,1.384,0.336,0.083,89,pina7,20
4898,1.499,0.361,0.067,89,pina7,20
4899,1.615,0.350,0.055,89,pina7,20
4900,1.730,0.300,0.043,89,pina7,20
4901,1.845,0.240,0.034,89,pina7,20
4902,1.961,0.203,0.028,89,pina7,20
4903,2.076,0.196,0.024,89,pina7,20
4904,2.191,0.190,0.022,89,pina7,20
4905,2.307,0.165,0.020,89,pina7,20
4906,2.422,0.145,0.017,89,pina7,20
4907,2.537,0.139,0.015,89,pina7,20
4908,2.653,0.141,0.013,89,pina7,20
4909,2.768,0.141,0.011,89,pina7,20
4910,2.883,0.138,0.010,89,pina7,20
4911,2.999,0.131,0.009,89,pina7,20
4912,3.114,0.127,0.008,89,pina7,20
4913,3.229,0.127,0.007,89,pina7,20
4914,3.344,0.132,0.006,89,pina7,20
4915,3.460,0.132,0.005,89,pina7,20
4916,3.575,0.122,0.005,89,pina7,20
4917,3.690,0.108,0.005,89,pina7,20
4918,3.806,0.104,0.006,89,pina7,20
4919,3.921,0.115,0.007,89,pina7,20
4920,4.036,0.127,0.007,89,pina7,20
4921,-3.007,0.015,0.012,90,pina7,20
4922,-2.891,0.019,0.011,90,pina7,20
4923,-2.775,0.024,0.011,90,pina7,20
4924,-2.660,0.027,0.012,90,pina7,20
4925,-2.544,0.027,0.015,90,pina7,20
4926,-2.428,0.026,0.018,90,pina7,20
4927,-2.313,0.025,0.021,90,pina7,20
4928,-2.197,0.025,0.021,90,pina7,20
4929,-2.081,0.026,0.021,90,pina7,20
4930,-1.966,0.027,0.022,90,pina7,20
4931,-1.850,0.028,0.024,90,pina7,20
4932,-1.735,0.034,0.027,90,pina7,20
4933,-1.619,0.044,0.030,90,pina7,20
4934,-1.503,0.049,0.036,90,pina7,20
4935,-1.388,0.052,0.047,90,pina7,20
4936,-1.272,0.063,0.061,90,pina7,20
4937,-1.156,0.081,0.079,90,pina7,20
4938,-1.041,0.099,0.099,90,pina7,20
4939,-0.925,0.124,0.119,90,pina7,20
4940,-0.809,0.159,0.143,90,pina7,20
4941,-0.694,0.201,0.176,90,pina7,20
4942,-0.578,0.250,0.223,90,pina7,20
4943,-0.463,0.305,0.295,90,pina7,20
4944,-0.347,0.401,0.407,90,pina7,20
4945,-0.231,0.585,0.573,90,pina7,20
4946,-0.116,0.830,0.800,90,pina7,20
4947,0.000,1.012,1.000,90,pina7,20
4948,0.116,0.988,0.991,90,pina7,20
4949,0.231,0.802,0.775,90,pina7,20
4950,0.347,0.636,0.546,90,pina7,20
4951,0.463,0.548,0.407,90,pina7,20
4952,0.578,0.494,0.312,90,pina7,20
4953,0.694,0.453,0.229,90,pina7,20
4954,0.809,0.428,0.172,90,pina7,20
4955,0.925,0.398,0.142,90,pina7,20
4956,1.041,0.340,0.124,90,pina7,20
4957,1.156,0.262,0.104,90,pina7,20
4958,1.272,0.196,0.081,90,pina7,20
4959,1.388,0.158,0.059,90,pina7,20
4960,1.503,0.144,0.042,90,pina7,20
4961,1.619,0.139,0.031,90,pina7,20
4962,1.735,0.131,0.027,90,pina7,20
4963,1.850,0.118,0.026,90,pina7,20
4964,1.966,0.108,0.024,90,pina7,20
4965,2.081,0.096,0.021,90,pina7,20
4966,2.197,0.085,0.017,90,pina7,20
4967,2.313,0.086,0.014,90,pina7,20
4968,2.428,0.091,0.014,90,pina7,20
4969,2.544,0.090,0.014,90,pina7,20
4970,2.660,0.088,0.013,90,pina7,20
4971,2.775,0.093,0.011,90,pina7,20
4972,2.891,0.100,0.011,90,pina7,20
4973,3.007,0.104,0.011,90,pina7,20
4974,3.122,0.105,0.011,90,pina7,20
4975,3.238,0.106,0.010,90,pina7,20
4976,3.353,0.107,0.009,90,pina7,20
4977,3.469,0.106,0.008,90,pina7,20
4978,3.585,0.109,0.008,90,pina7,20
4979,3.700,0.111,0.009,90,pina7,20
4980,3.816,0.111,0.009,90,pina7,20
4981,3.932,0.114,0.008,90,pina7,20
4982,4.047,0.116,0.010,90,pina7,20
4983,4.163,0.118,0.014,90,pina7,20
4984,4.279,0.126,0.020,90,pina7,20
4985,4.394,0.138,0.028,90,pina7,20
4986,4.510,0.143,0.037,90,pina7,20
4987,4.625,0.148,0.044,90,pina7,20
4988,4.741,0.167,0.046,90,pina7,20
4989,4.857,0.202,0.046,90,pina7,20
4990,-3.615,0.019,0.022,91,pina7,20
4991,-3.499,0.014,0.025,91,pina7,20
4992,-3.382,0.012,0.028,91,pina7,20
4993,-3.265,0.014,0.029,91,pina7,20
4994,-3.149,0.018,0.027,91,pina7,20
4995,-3.032,0.019,0.025,91,pina7,20
4996,-2.915,0.016,0.022,91,pina7,20
4997,-2.799,0.014,0.019,91,pina7,20
4998,-2.682,0.018,0.018,91,pina7,20
4999,-2.566,0.023,0.020,91,pina7,20
5000,-2.449,0.022,0.023,91,pina7,20
5001,-2.332,0.021,0.026,91,pina7,20
5002,-2.216,0.021,0.027,91,pina7,20
5003,-2.099,0.022,0.026,91,pina7,20
5004,-1.982,0.024,0.027,91,pina7,20
5005,-1.866,0.030,0.028,91,pina7,20
5006,-1.749,0.034,0.029,91,pina7,20
5007,-1.633,0.034,0.031,91,pina7,20
5008,-1.516,0.035,0.032,91,pina7,20
5009,-1.399,0.041,0.032,91,pina7,20
5010,-1.283,0.044,0.033,91,pina7,20
5011,-1.166,0.046,0.042,91,pina7,20
5012,-1.050,0.056,0.058,91,pina7,20
5013,-0.933,0.070,0.076,91,pina7,20
5014,-0.816,0.090,0.096,91,pina7,20
5015,-0.700,0.130,0.128,91,pina7,20
5016,-0.583,0.203,0.182,91,pina7,20
5017,-0.466,0.322,0.274,91,pina7,20
5018,-0.350,0.474,0.416,91,pina7,20
5019,-0.233,0.643,0.612,91,pina7,20
5020,-0.117,0.835,0.840,91,pina7,20
5021,0.000,1.004,1.000,91,pina7,20
5022,0.117,0.996,0.961,91,pina7,20
5023,0.233,0.798,0.750,91,pina7,20
5024,0.350,0.596,0.558,91,pina7,20
5025,0.466,0.475,0.449,91,pina7,20
5026,0.583,0.380,0.343,91,pina7,20
5027,0.700,0.298,0.229,91,pina7,20
5028,0.816,0.246,0.151,91,pina7,20
5029,0.933,0.221,0.112,91,pina7,20
5030,1.050,0.212,0.092,91,pina7,20
5031,1.166,0.200,0.072,91,pina7,20
5032,1.283,0.187,0.053,91,pina7,20
5033,1.399,0.167,0.041,91,pina7,20
5034,1.516,0.147,0.037,91,pina7,20
5035,1.633,0.134,0.035,91,pina7,20
5036,1.749,0.133,0.033,91,pina7,20
5037,1.866,0.139,0.029,91,pina7,20
5038,1.982,0.149,0.025,91,pina7,20
5039,2.099,0.144,0.022,91,pina7,20
5040,2.216,0.124,0.019,91,pina7,20
5041,2.332,0.117,0.017,91,pina7,20
5042,2.449,0.118,0.018,91,pina7,20
5043,2.566,0.119,0.017,91,pina7,20
5044,2.682,0.117,0.015,91,pina7,20
5045,2.799,0.117,0.015,91,pina7,20
5046,2.915,0.114,0.015,91,pina7,20
5047,3.032,0.115,0.014,91,pina7,20
5048,3.149,0.114,0.011,91,pina7,20
5049,3.265,0.110,0.010,91,pina7,20
5050,3.382,0.112,0.010,91,pina7,20
5051,3.499,0.118,0.010,91,pina7,20
5052,3.615,0.120,0.010,91,pina7,20
5053,3.732,0.116,0.009,91,pina7,20
5054,3.848,0.110,0.009,91,pina7,20
5055,3.965,0.109,0.007,91,pina7,20
5056,4.082,0.114,0.006,91,pina7,20
5057,4.198,0.119,0.005,91,pina7,20
5058,4.315,0.119,0.005,91,pina7,20
5059,-2.306,0.033,0.028,92,pina7,20
5060,-2.191,0.037,0.028,92,pina7,20
5061,-2.076,0.043,0.028,92,pina7,20
5062,-1.960,0.051,0.028,92,pina7,20
5063,-1.845,0.056,0.028,92,pina7,20
5064,-1.730,0.053,0.030,92,pina7,20
5065,-1.614,0.050,0.036,92,pina7,20
5066,-1.499,0.053,0.043,92,pina7,20
5067,-1.384,0.059,0.049,92,pina7,20
5068,-1.268,0.068,0.056,92,pina7,20
5069,-1.153,0.082,0.068,92,pina7,20
5070,-1.038,0.097,0.085,92,pina7,20
5071,-0.922,0.116,0.107,92,pina7,20
5072,-0.807,0.144,0.141,92,pina7,20
5073,-0.692,0.188,0.194,92,pina7,20
5074,-0.577,0.251,0.278,92,pina7,20
5075,-0.461,0.352,0.402,92,pina7,20
5076,-0.346,0.505,0.576,92,pina7,20
5077,-0.231,0.681,0.791,92,pina7,20
5078,-0.115,0.856,0.974,92,pina7,20
5079,0.000,0.995,1.000,92,pina7,20
5080,0.115,1.005,0.823,92,pina7,20
5081,0.231,0.860,0.564,92,pina7,20
5082,0.346,0.652,0.365,92,pina7,20
5083,0.461,0.491,0.261,92,pina7,20
5084,0.577,0.406,0.214,92,pina7,20
5085,0.692,0.366,0.186,92,pina7,20
5086,0.807,0.340,0.158,92,pina7,20
5087,0.922,0.307,0.127,92,pina7,20
5088,1.038,0.260,0.097,92,pina7,20
5089,1.153,0.217,0.072,92,pina7,20
5090,1.268,0.193,0.054,92,pina7,20
5091,1.384,0.177,0.042,92,pina7,20
5092,1.499,0.165,0.035,92,pina7,20
5093,1.614,0.155,0.032,92,pina7,20
5094,1.730,0.139,0.029,92,pina7,20
5095,1.845,0.130,0.025,92,pina7,20
5096,1.960,0.134,0.021,92,pina7,20
5097,2.076,0.141,0.020,92,pina7,20
5098,2.191,0.145,0.019,92,pina7,20
5099,2.306,0.140,0.016,92,pina7,20
5100,2.422,0.134,0.013,92,pina7,20
5101,2.537,0.135,0.013,92,pina7,20
5102,2.652,0.136,0.014,92,pina7,20
5103,2.767,0.139,0.016,92,pina7,20
5104,2.883,0.150,0.017,92,pina7,20
5105,2.998,0.160,0.017,92,pina7,20
5106,3.113,0.168,0.016,92,pina7,20
5107,3.229,0.170,0.015,92,pina7,20
5108,3.344,0.168,0.016,92,pina7,20
5109,3.459,0.165,0.016,92,pina7,20
5110,3.575,0.164,0.015,92,pina7,20
5111,3.690,0.172,0.016,92,pina7,20
5112,3.805,0.188,0.021,92,pina7,20
5113,3.921,0.203,0.027,92,pina7,20
5114,4.036,0.206,0.030,92,pina7,20
5115,4.151,0.195,0.031,92,pina7,20
5116,4.266,0.184,0.030,92,pina7,20
5117,4.382,0.178,0.028,92,pina7,20
5118,4.497,0.181,0.025,92,pina7,20
5119,4.612,0.202,0.024,92,pina7,20
5120,4.728,0.239,0.024,92,pina7,20
5121,-2.679,0.016,0.011,93,pina7,20
5122,-2.563,0.018,0.013,93,pina7,20
5123,-2.446,0.020,0.015,93,pina7,20
5124,-2.330,0.020,0.015,93,pina7,20
5125,-2.213,0.020,0.016,93,pina7,20
5126,-2.097,0.020,0.017,93,pina7,20
5127,-1.980,0.019,0.019,93,pina7,20
5128,-1.864,0.021,0.022,93,pina7,20
5129,-1.747,0.028,0.027,93,pina7,20
5130,-1.631,0.036,0.033,93,pina7,20
5131,-1.514,0.038,0.038,93,pina7,20
5132,-1.398,0.036,0.043,93,pina7,20
5133,-1.281,0.037,0.048,93,pina7,20
5134,-1.165,0.042,0.055,93,pina7,20
5135,-1.048,0.054,0.064,93,pina7,20
5136,-0.932,0.071,0.076,93,pina7,20
5137,-0.815,0.091,0.092,93,pina7,20
5138,-0.699,0.116,0.117,93,pina7,20
5139,-0.582,0.153,0.160,93,pina7,20
5140,-0.466,0.219,0.248,93,pina7,20
5141,-0.349,0.343,0.409,93,pina7,20
5142,-0.233,0.553,0.638,93,pina7,20
5143,-0.116,0.820,0.880,93,pina7,20
5144,0.000,1.013,1.000,93,pina7,20
5145,0.116,0.987,0.881,93,pina7,20
5146,0.233,0.783,0.612,93,pina7,20
5147,0.349,0.551,0.377,93,pina7,20
5148,0.466,0.380,0.259,93,pina7,20
5149,0.582,0.287,0.213,93,pina7,20
5150,0.699,0.247,0.180,93,pina7,20
5151,0.815,0.221,0.140,93,pina7,20
5152,0.932,0.191,0.103,93,pina7,20
5153,1.048,0.167,0.078,93,pina7,20
5154,1.165,0.156,0.064,93,pina7,20
5155,1.281,0.152,0.054,93,pina7,20
5156,1.398,0.148,0.048,93,pina7,20
5157,1.514,0.153,0.046,93,pina7,20
5158,1.631,0.169,0.055,93,pina7,20
5159,1.747,0.180,0.079,93,pina7,20
5160,1.864,0.187,0.111,93,pina7,20
5161,1.980,0.194,0.133,93,pina7,20
5162,2.097,0.212,0.129,93,pina7,20
5163,2.213,0.232,0.098,93,pina7,20
5164,2.330,0.231,0.058,93,pina7,20
5165,2.446,0.200,0.031,93,pina7,20
5166,2.563,0.164,0.020,93,pina7,20
5167,2.679,0.133,0.015,93,pina7,20
5168,2.796,0.106,0.013,93,pina7,20
5169,2.912,0.085,0.013,93,pina7,20
5170,3.029,0.071,0.013,93,pina7,20
5171,3.145,0.062,0.011,93,pina7,20
5172,3.262,0.054,0.009,93,pina7,20
5173,3.378,0.048,0.008,93,pina7,20
5174,3.495,0.046,0.008,93,pina7,20
5175,3.611,0.046,0.008,93,pina7,20
5176,3.728,0.043,0.008,93,pina7,20
5177,3.844,0.041,0.007,93,pina7,20
5178,-2.192,0.027,0.023,94,pina7,20
5179,-2.076,0.029,0.025,94,pina7,20
5180,-1.961,0.030,0.026,94,pina7,20
5181,-1.846,0.030,0.030,94,pina7,20
5182,-1.730,0.031,0.036,94,pina7,20
5183,-1.615,0.034,0.043,94,pina7,20
5184,-1.500,0.041,0.048,94,pina7,20
5185,-1.384,0.053,0.052,94,pina7,20
5186,-1.269,0.067,0.061,94,pina7,20
5187,-1.154,0.082,0.079,94,pina7,20
5188,-1.038,0.098,0.094,94,pina7,20
5189,-0.923,0.117,0.107,94,pina7,20
5190,-0.808,0.146,0.129,94,pina7,20
5191,-0.692,0.182,0.171,94,pina7,20
5192,-0.577,0.229,0.238,94,pina7,20
5193,-0.461,0.309,0.344,94,pina7,20
5194,-0.346,0.445,0.501,94,pina7,20
5195,-0.231,0.639,0.709,94,pina7,20
5196,-0.115,0.862,0.921,94,pina7,20
5197,0.000,1.022,1.000,94,pina7,20
5198,0.115,0.978,0.847,94,pina7,20
5199,0.231,0.773,0.571,94,pina7,20
5200,0.346,0.570,0.351,94,pina7,20
5201,0.461,0.434,0.235,94,pina7,20
5202,0.577,0.363,0.183,94,pina7,20
5203,0.692,0.333,0.151,94,pina7,20
5204,0.808,0.320,0.124,94,pina7,20
5205,0.923,0.311,0.104,94,pina7,20
5206,1.038,0.308,0.087,94,pina7,20
5207,1.154,0.305,0.071,94,pina7,20
5208,1.269,0.306,0.059,94,pina7,20
5209,1.384,0.314,0.052,94,pina7,20
5210,1.500,0.319,0.047,94,pina7,20
5211,1.615,0.319,0.045,94,pina7,20
5212,1.730,0.326,0.041,94,pina7,20
5213,1.846,0.335,0.038,94,pina7,20
5214,1.961,0.336,0.035,94,pina7,20
5215,2.076,0.326,0.031,94,pina7,20
5216,2.192,0.308,0.030,94,pina7,20
5217,2.307,0.296,0.033,94,pina7,20
5218,2.423,0.301,0.034,94,pina7,20
5219,2.538,0.307,0.032,94,pina7,20
5220,2.653,0.300,0.028,94,pina7,20
5221,2.769,0.283,0.026,94,pina7,20
5222,2.884,0.255,0.024,94,pina7,20
5223,2.999,0.221,0.024,94,pina7,20
5224,3.115,0.189,0.022,94,pina7,20
5225,3.230,0.157,0.019,94,pina7,20
5226,3.345,0.132,0.017,94,pina7,20
5227,3.461,0.117,0.016,94,pina7,20
5228,3.576,0.106,0.014,94,pina7,20
5229,3.692,0.096,0.012,94,pina7,20
5230,3.807,0.085,0.012,94,pina7,20
5231,3.922,0.078,0.013,94,pina7,20
5232,4.038,0.073,0.013,94,pina7,20
5233,4.153,0.068,0.010,94,pina7,20
5234,4.268,0.062,0.008,94,pina7,20
5235,4.384,0.053,0.008,94,pina7,20
5236,4.499,0.043,0.008,94,pina7,20
5237,4.614,0.039,0.007,94,pina7,20
5238,4.730,0.037,0.007,94,pina7,20
5239,4.845,0.036,0.008,94,pina7,20
5240,4.961,0.036,0.008,94,pina7,20
5241,5.076,0.037,0.009,94,pina7,20
5242,5.191,0.037,0.009,94,pina7,20
5243,-4.495,0.008,0.007,95,pina7,18
5244,-4.329,0.008,0.008,95,pina7,18
5245,-4.162,0.009,0.009,95,pina7,18
5246,-3.996,0.009,0.010,95,pina7,18
5247,-3.829,0.008,0.009,95,pina7,18
5248,-3.663,0.008,0.009,95,pina7,18
5249,-3.496,0.008,0.009,95,pina7,18
5250,-3.330,0.008,0.011,95,pina7,18
5251,-3.163,0.009,0.014,95,pina7,18
5252,-2.997,0.012,0.014,95,pina7,18
5253,-2.830,0.014,0.013,95,pina7,18
5254,-2.664,0.014,0.013,95,pina7,18
5255,-2.497,0.013,0.015,95,pina7,18
5256,-2.331,0.014,0.017,95,pina7,18
5257,-2.164,0.016,0.018,95,pina7,18
5258,-1.998,0.019,0.019,95,pina7,18
5259,-1.831,0.021,0.021,95,pina7,18
5260,-1.665,0.023,0.024,95,pina7,18
5261,-1.498,0.027,0.028,95,pina7,18
5262,-1.332,0.034,0.035,95,pina7,18
5263,-1.165,0.044,0.046,95,pina7,18
5264,-0.999,0.062,0.068,95,pina7,18
5265,-0.832,0.096,0.116,95,pina7,18
5266,-0.666,0.159,0.208,95,pina7,18
5267,-0.499,0.281,0.373,95,pina7,18
5268,-0.333,0.493,0.613,95,pina7,18
5269,-0.166,0.773,0.869,95,pina7,18
5270,0.000,0.988,1.000,95,pina7,18
5271,0.166,1.012,0.906,95,pina7,18
5272,0.333,0.873,0.683,95,pina7,18
5273,0.499,0.713,0.492,95,pina7,18
5274,0.666,0.576,0.371,95,pina7,18
5275,0.832,0.449,0.282,95,pina7,18
5276,0.999,0.368,0.219,95,pina7,18
5277,1.165,0.341,0.181,95,pina7,18
5278,1.332,0.326,0.150,95,pina7,18
5279,1.498,0.304,0.120,95,pina7,18
5280,1.665,0.274,0.096,95,pina7,18
5281,1.831,0.240,0.075,95,pina7,18
5282,1.998,0.208,0.058,95,pina7,18
5283,2.164,0.191,0.046,95,pina7,18
5284,2.331,0.185,0.039,95,pina7,18
5285,2.497,0.178,0.032,95,pina7,18
5286,2.664,0.164,0.026,95,pina7,18
5287,2.830,0.149,0.020,95,pina7,18
5288,2.997,0.139,0.018,95,pina7,18
5289,3.163,0.132,0.019,95,pina7,18
5290,3.330,0.129,0.019,95,pina7,18
5291,3.496,0.128,0.019,95,pina7,18
5292,3.663,0.123,0.017,95,pina7,18
5293,3.829,0.118,0.015,95,pina7,18
5294,3.996,0.121,0.014,95,pina7,18
5295,4.162,0.123,0.013,95,pina7,18
5296,4.329,0.122,0.011,95,pina7,18
5297,4.495,0.119,0.010,95,pina7,18
5298,4.662,0.115,0.009,95,pina7,18
5299,4.828,0.116,0.009,95,pina7,18
5300,4.995,0.123,0.008,95,pina7,18
5301,5.161,0.123,0.008,95,pina7,18
5302,5.328,0.116,0.008,95,pina7,18
5303,5.494,0.115,0.006,95,pina7,18
5304,-5.527,0.007,0.006,96,pina7,18
5305,-5.359,0.007,0.009,96,pina7,18
5306,-5.192,0.007,0.010,96,pina7,18
5307,-5.024,0.007,0.009,96,pina7,18
5308,-4.857,0.008,0.008,96,pina7,18
5309,-4.689,0.008,0.008,96,pina7,18
5310,-4.522,0.008,0.009,96,pina7,18
5311,-4.354,0.007,0.010,96,pina7,18
5312,-4.187,0.007,0.009,96,pina7,18
5313,-4.019,0.008,0.008,96,pina7,18
5314,-3.852,0.008,0.009,96,pina7,18
5315,-3.684,0.007,0.010,96,pina7,18
5316,-3.517,0.008,0.010,96,pina7,18
5317,-3.349,0.009,0.010,96,pina7,18
5318,-3.182,0.010,0.012,96,pina7,18
5319,-3.015,0.011,0.016,96,pina7,18
5320,-2.847,0.011,0.019,96,pina7,18
5321,-2.680,0.013,0.017,96,pina7,18
5322,-2.512,0.015,0.015,96,pina7,18
5323,-2.345,0.018,0.015,96,pina7,18
5324,-2.177,0.018,0.016,96,pina7,18
5325,-2.010,0.019,0.017,96,pina7,18
5326,-1.842,0.026,0.019,96,pina7,18
5327,-1.675,0.036,0.023,96,pina7,18
5328,-1.507,0.043,0.029,96,pina7,18
5329,-1.340,0.051,0.037,96,pina7,18
5330,-1.172,0.063,0.047,96,pina7,18
5331,-1.005,0.086,0.068,96,pina7,18
5332,-0.837,0.133,0.110,96,pina7,18
5333,-0.670,0.213,0.199,96,pina7,18
5334,-0.502,0.362,0.366,96,pina7,18
5335,-0.335,0.600,0.622,96,pina7,18
5336,-0.167,0.872,0.905,96,pina7,18
5337,0.000,1.000,1.000,96,pina7,18
5338,0.167,0.898,0.789,96,pina7,18
5339,0.335,0.732,0.487,96,pina7,18
5340,0.502,0.599,0.316,96,pina7,18
5341,0.670,0.472,0.238,96,pina7,18
5342,0.837,0.368,0.184,96,pina7,18
5343,1.005,0.298,0.135,96,pina7,18
5344,1.172,0.247,0.093,96,pina7,18
5345,1.340,0.213,0.062,96,pina7,18
5346,1.507,0.189,0.043,96,pina7,18
5347,1.675,0.174,0.031,96,pina7,18
5348,1.842,0.166,0.027,96,pina7,18
5349,2.010,0.156,0.024,96,pina7,18
5350,2.177,0.146,0.020,96,pina7,18
5351,2.345,0.138,0.017,96,pina7,18
5352,2.512,0.135,0.015,96,pina7,18
5353,2.680,0.134,0.015,96,pina7,18
5354,2.847,0.136,0.014,96,pina7,18
5355,3.015,0.140,0.013,96,pina7,18
5356,3.182,0.138,0.012,96,pina7,18
5357,3.349,0.131,0.014,96,pina7,18
5358,3.517,0.126,0.015,96,pina7,18
5359,3.684,0.119,0.013,96,pina7,18
5360,3.852,0.117,0.010,96,pina7,18
5361,4.019,0.119,0.008,96,pina7,18
5362,4.187,0.120,0.008,96,pina7,18
5363,-3.959,0.014,0.008,97,pina7,18
5364,-3.794,0.013,0.008,97,pina7,18
5365,-3.629,0.011,0.009,97,pina7,18
5366,-3.464,0.011,0.014,97,pina7,18
5367,-3.299,0.014,0.018,97,pina7,18
5368,-3.134,0.018,0.018,97,pina7,18
5369,-2.969,0.020,0.015,97,pina7,18
5370,-2.804,0.018,0.013,97,pina7,18
5371,-2.639,0.016,0.012,97,pina7,18
5372,-2.474,0.017,0.012,97,pina7,18
5373,-2.309,0.021,0.015,97,pina7,18
5374,-2.144,0.028,0.020,97,pina7,18
5375,-1.979,0.034,0.024,97,pina7,18
5376,-1.814,0.040,0.027,97,pina7,18
5377,-1.649,0.047,0.033,97,pina7,18
5378,-1.484,0.058,0.043,97,pina7,18
5379,-1.320,0.072,0.053,97,pina7,18
5380,-1.155,0.088,0.063,97,pina7,18
5381,-0.990,0.110,0.086,97,pina7,18
5382,-0.825,0.151,0.134,97,pina7,18
5383,-0.660,0.229,0.222,97,pina7,18
5384,-0.495,0.370,0.378,97,pina7,18
5385,-0.330,0.591,0.635,97,pina7,18
5386,-0.165,0.868,0.929,97,pina7,18
5387,0.000,1.000,1.000,97,pina7,18
5388,0.165,0.837,0.737,97,pina7,18
5389,0.330,0.569,0.414,97,pina7,18
5390,0.495,0.395,0.232,97,pina7,18
5391,0.660,0.294,0.146,97,pina7,18
5392,0.825,0.223,0.097,97,pina7,18
5393,0.990,0.175,0.067,97,pina7,18
5394,1.155,0.154,0.048,97,pina7,18
5395,1.320,0.146,0.038,97,pina7,18
5396,1.484,0.139,0.032,97,pina7,18
5397,1.649,0.138,0.025,97,pina7,18
5398,1.814,0.135,0.018,97,pina7,18
5399,1.979,0.133,0.016,97,pina7,18
5400,2.144,0.132,0.016,97,pina7,18
5401,2.309,0.135,0.015,97,pina7,18
5402,2.474,0.137,0.012,97,pina7,18
5403,2.639,0.136,0.009,97,pina7,18
5404,2.804,0.134,0.008,97,pina7,18
5405,2.969,0.131,0.008,97,pina7,18
5406,3.134,0.122,0.009,97,pina7,18
5407,3.299,0.115,0.009,97,pina7,18
5408,3.464,0.118,0.009,97,pina7,18
5409,3.629,0.128,0.008,97,pina7,18
5410,3.794,0.132,0.008,97,pina7,18
5411,3.959,0.129,0.007,97,pina7,18
5412,4.124,0.117,0.006,97,pina7,18
5413,4.289,0.107,0.006,97,pina7,18
5414,4.453,0.105,0.006,97,pina7,18
5415,4.618,0.106,0.006,97,pina7,18
5416,4.783,0.109,0.006,97,pina7,18
5417,4.948,0.113,0.006,97,pina7,18
5418,-4.191,0.011,0.011,98,pina7,18
5419,-4.023,0.013,0.016,98,pina7,18
5420,-3.855,0.015,0.021,98,pina7,18
5421,-3.688,0.016,0.023,98,pina7,18
5422,-3.520,0.016,0.022,98,pina7,18
5423,-3.353,0.018,0.019,98,pina7,18
5424,-3.185,0.022,0.017,98,pina7,18
5425,-3.017,0.023,0.016,98,pina7,18
5426,-2.850,0.022,0.015,98,pina7,18
5427,-2.682,0.026,0.014,98,pina7,18
5428,-2.514,0.030,0.014,98,pina7,18
5429,-2.347,0.032,0.016,98,pina7,18
5430,-2.179,0.036,0.018,98,pina7,18
5431,-2.012,0.043,0.020,98,pina7,18
5432,-1.844,0.050,0.022,98,pina7,18
5433,-1.676,0.057,0.025,98,pina7,18
5434,-1.509,0.063,0.032,98,pina7,18
5435,-1.341,0.073,0.041,98,pina7,18
5436,-1.173,0.092,0.055,98,pina7,18
5437,-1.006,0.118,0.071,98,pina7,18
5438,-0.838,0.158,0.095,98,pina7,18
5439,-0.671,0.231,0.141,98,pina7,18
5440,-0.503,0.358,0.240,98,pina7,18
5441,-0.335,0.560,0.444,98,pina7,18
5442,-0.168,0.832,0.761,98,pina7,18
5443,0.000,1.037,1.000,98,pina7,18
5444,0.168,0.963,0.891,98,pina7,18
5445,0.335,0.711,0.577,98,pina7,18
5446,0.503,0.533,0.346,98,pina7,18
5447,0.671,0.432,0.222,98,pina7,18
5448,0.838,0.348,0.141,98,pina7,18
5449,1.006,0.281,0.089,98,pina7,18
5450,1.173,0.223,0.061,98,pina7,18
5451,1.341,0.175,0.048,98,pina7,18
5452,1.509,0.146,0.041,98,pina7,18
5453,1.676,0.133,0.036,98,pina7,18
5454,1.844,0.129,0.035,98,pina7,18
5455,2.012,0.132,0.034,98,pina7,18
5456,2.179,0.134,0.027,98,pina7,18
5457,2.347,0.127,0.018,98,pina7,18
5458,2.514,0.116,0.013,98,pina7,18
5459,2.682,0.112,0.014,98,pina7,18
5460,2.850,0.117,0.015,98,pina7,18
